user,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
78328,45,27,8,5,40,39,1,63,19,3,4,1,14,22,19,45,10,1
78332,66,48,6,5,42,32,0,56,12,1,5,1,18,19,38,61,7,2
78340,11,14,3,6,28,12,16,47,5,0,0,5,1,12,2,11,2,0
78348,26,20,3,4,36,6,0,47,2,0,1,0,4,32,14,19,9,0
78352,8,12,1,2,15,9,0,36,4,0,1,2,4,16,4,9,11,1
78354,12,9,5,5,15,21,1,34,0,0,4,2,9,8,6,12,3,1
78356,117,71,27,24,138,116,7,215,12,15,4,7,28,49,29,116,28,14
78357,52,52,14,18,55,13,1,38,17,0,14,3,13,28,36,38,5,1
78358,43,28,1,5,20,7,0,12,10,0,3,2,2,6,17,23,2,1
78361,48,41,9,9,49,27,0,40,11,0,5,0,8,16,33,34,5,2
78362,63,100,75,81,347,107,37,512,92,20,23,84,60,273,36,118,27,10
78369,19,13,9,8,31,20,0,36,6,2,9,1,11,11,11,20,8,3
78371,13,15,5,3,23,10,0,49,7,2,0,3,3,9,7,11,8,6
78372,29,12,1,2,15,20,0,36,9,1,18,2,12,5,11,32,4,1
78377,52,53,22,13,36,27,2,63,27,0,6,1,15,24,36,37,7,5
78381,42,22,1,1,12,42,0,63,5,2,11,0,45,11,32,75,5,1
78382,11,13,5,5,52,6,1,66,12,0,4,5,7,54,13,22,1,2
78383,53,38,10,11,37,31,1,49,14,2,5,3,19,9,28,42,9,3
78386,102,91,19,35,95,50,2,88,49,3,48,11,35,38,71,97,8,1
78389,22,16,5,5,26,20,0,49,9,0,3,2,11,19,11,25,5,0
78392,53,36,9,17,100,71,6,192,15,3,7,10,29,61,16,64,17,3
78393,127,87,32,29,80,92,1,181,35,6,15,11,39,39,69,121,22,9
78397,79,68,13,21,182,93,22,208,34,7,13,17,35,81,41,97,17,11
78403,42,38,12,10,19,21,0,39,14,0,5,4,5,9,28,24,10,1
78411,146,116,57,50,133,48,3,96,75,3,30,22,28,33,88,85,17,5
78412,66,74,41,33,58,18,0,34,32,0,3,6,9,20,42,29,6,1
78415,16,12,4,3,58,41,6,70,6,2,2,2,12,14,5,24,5,1
78424,105,74,8,12,144,126,18,513,24,39,13,25,53,166,26,135,79,37
78428,12,21,2,4,21,3,0,39,21,0,5,4,5,22,6,10,1,0
78436,122,97,23,12,73,31,0,47,34,1,9,4,19,25,74,76,10,2
78437,173,147,82,60,151,96,2,229,113,4,67,30,61,63,121,158,25,6
78438,37,27,11,10,10,15,0,47,12,0,3,3,4,12,13,22,13,2
78439,36,35,10,16,30,13,0,32,17,0,5,6,5,12,14,18,6,3
78440,18,15,1,2,24,5,0,18,8,0,0,0,2,23,6,9,0,0
78443,69,36,2,2,47,48,0,71,15,0,11,0,23,20,32,74,7,1
78446,143,105,30,22,169,122,30,278,52,11,32,20,44,59,72,135,38,17
78447,44,68,31,46,99,15,0,83,42,0,9,58,6,56,33,27,3,2
78451,79,72,28,31,133,42,2,97,39,2,9,10,18,38,52,48,20,5
78462,219,176,58,107,320,90,4,204,91,3,24,47,28,105,82,107,34,17
78463,41,27,11,10,35,23,2,40,11,1,18,3,16,19,21,41,7,1
78468,51,39,9,10,16,12,0,18,27,0,7,2,5,9,23,22,1,1
78470,24,11,0,0,10,13,1,16,5,1,4,0,8,5,20,27,2,0
78471,43,24,3,4,65,49,0,83,17,1,5,3,13,32,11,41,11,3
78472,151,134,39,49,165,50,2,133,77,2,28,21,15,62,80,89,18,6
78473,48,39,33,21,50,18,7,65,36,3,13,8,13,21,50,34,7,3
78478,10,18,18,18,35,13,0,39,11,0,0,8,5,25,3,14,3,1
78481,45,31,4,7,30,24,1,52,13,1,5,3,12,28,22,37,7,2
78483,100,58,25,19,133,97,6,239,42,7,32,9,62,76,41,142,24,7
78484,75,34,2,4,40,34,0,105,22,1,20,6,26,40,61,75,9,1
78488,16,27,23,9,80,24,4,93,38,1,14,12,14,40,20,18,8,3
78490,40,29,1,1,6,17,0,20,13,1,0,0,7,3,15,30,5,0
78495,45,53,27,26,60,24,0,48,42,1,18,15,19,13,35,33,4,2
78497,17,34,15,24,46,11,5,44,27,0,6,7,4,28,16,10,2,0
78499,30,19,4,3,49,29,0,77,10,1,4,2,13,33,20,31,8,2
78501,76,55,9,8,72,41,1,71,33,5,18,7,20,26,48,63,8,3
78508,26,25,7,15,30,23,0,57,16,1,3,11,9,23,12,24,8,2
78512,71,44,24,8,42,62,5,145,30,7,9,2,40,39,53,93,19,1
78521,41,26,4,3,42,60,2,132,19,3,15,1,26,32,30,65,14,1
78524,126,95,21,17,61,85,1,252,35,4,48,2,50,57,112,164,35,8
78526,11,13,3,3,16,11,0,31,8,0,1,0,3,10,3,9,6,1
78530,206,94,14,11,133,143,1,199,44,3,62,7,62,44,85,221,28,12
78537,37,45,17,23,68,14,1,56,33,1,8,18,6,39,37,25,1,2
78540,84,51,4,4,17,32,1,29,20,1,7,3,7,4,34,51,4,0
78542,85,68,17,17,109,84,10,194,39,10,21,6,59,44,57,102,15,3
78548,23,15,5,5,20,26,0,46,10,0,4,0,8,12,10,24,7,2
78549,47,48,17,16,91,21,0,15,18,0,0,3,4,13,19,18,1,3
78553,35,26,5,3,12,11,0,30,4,0,2,2,5,8,22,22,13,3
78557,13,17,9,6,37,29,0,137,35,6,50,6,43,40,16,61,9,5
78560,39,36,8,12,31,20,0,38,15,1,5,6,6,9,19,29,7,1
78564,66,80,58,57,121,62,3,277,69,5,49,32,63,97,54,99,14,4
78567,23,27,8,16,39,9,1,38,12,0,6,15,7,26,25,12,5,0
78568,40,40,12,11,26,21,0,26,14,2,3,6,9,9,31,23,2,0
78572,173,112,23,14,202,132,7,214,45,2,101,10,53,48,82,208,32,9
78574,54,40,10,4,63,45,6,97,11,3,13,6,19,22,20,59,16,6
78578,33,38,7,8,20,16,0,49,14,0,1,4,11,24,20,19,10,1
78579,65,65,15,19,137,67,6,339,37,4,5,23,37,157,30,79,25,2
78587,84,50,6,10,94,47,0,115,16,0,8,6,12,55,15,50,25,4
78595,13,14,1,2,18,16,1,25,7,0,4,1,7,7,8,17,2,0
78597,36,37,13,9,29,20,0,53,19,4,5,4,15,20,35,31,6,0
78599,19,9,3,2,9,18,5,28,3,1,6,1,7,5,8,26,4,0
78601,19,14,1,1,13,19,1,40,5,7,1,1,11,12,8,18,8,1
78604,20,18,9,11,41,14,0,69,9,0,3,3,8,47,6,18,10,1
78609,11,12,4,6,25,9,2,39,8,0,2,4,6,10,7,14,5,2
78615,141,78,14,14,109,61,3,87,37,0,24,7,23,28,62,110,10,2
78617,39,18,1,2,28,44,1,67,7,2,9,0,15,12,13,43,11,5
78619,48,32,10,7,92,46,4,84,14,3,5,6,20,31,34,50,7,2
78620,60,34,1,2,64,37,0,85,18,0,25,2,20,22,27,56,14,2
78622,4,10,8,5,32,5,0,33,8,0,0,1,2,14,1,2,1,0
78629,15,14,5,9,19,8,0,27,6,0,0,5,5,14,5,10,8,2
78632,37,12,0,0,23,28,4,49,1,5,4,1,9,9,14,38,11,2
78643,162,121,27,24,110,71,2,141,44,2,30,5,28,45,137,129,18,8
78644,8,9,0,2,21,18,3,40,5,1,7,5,7,19,4,22,6,2
78669,30,15,2,2,7,11,0,20,10,0,10,0,4,4,16,20,5,0
78671,12,5,3,2,19,15,0,29,3,0,1,5,4,9,5,14,6,0
78675,139,115,33,50,212,90,7,287,48,11,41,35,44,113,64,139,41,12
78678,43,36,8,8,26,36,2,68,19,1,2,2,17,11,18,47,11,2
78681,150,149,36,40,244,129,15,406,104,10,49,23,67,132,107,166,15,14
78689,21,22,10,12,40,10,0,34,16,1,4,9,5,25,5,12,2,1
78696,95,79,19,26,87,45,3,101,42,2,17,20,24,25,56,68,18,4
78701,55,32,3,1,31,26,7,51,18,1,45,2,20,5,51,68,6,0
78703,28,25,18,14,49,41,7,104,17,6,10,6,24,24,14,49,12,0
78704,22,12,4,3,39,43,10,97,6,2,5,2,18,18,12,37,11,1
78715,54,37,2,4,41,27,0,66,15,2,2,2,12,24,27,40,12,4
78717,76,67,19,14,49,36,0,75,27,9,12,9,17,29,54,60,9,4
78719,48,35,9,6,51,46,0,91,15,3,5,1,16,27,15,53,23,6
78723,78,51,6,8,124,48,0,77,23,0,2,2,17,70,27,51,6,1
78724,11,6,2,2,17,8,2,31,9,0,5,0,4,12,12,17,2,0
78728,12,6,2,1,13,13,5,27,3,0,2,3,1,7,2,9,3,2
78729,15,13,3,2,24,26,2,34,9,2,7,1,12,6,6,26,4,1
78731,11,4,0,0,15,22,0,28,0,1,1,0,9,1,8,20,1,0
78736,19,22,6,7,24,5,2,19,8,1,0,2,4,12,16,11,1,0
78740,95,94,21,24,230,155,43,598,63,48,40,52,75,193,40,152,71,40
78747,0,2,0,6,32,3,0,48,5,0,1,2,6,39,1,6,4,0
78750,33,9,1,0,20,47,2,88,8,3,4,2,28,21,28,66,8,2
78753,42,32,3,4,27,29,8,72,8,1,4,1,12,10,22,47,11,1
78760,30,27,4,7,21,18,0,27,6,1,2,2,4,8,15,20,5,2
78763,7,7,4,1,16,22,24,59,5,0,6,2,10,13,5,16,11,2
78781,69,67,16,12,143,110,31,338,20,30,29,14,70,93,51,142,28,9
78782,30,24,2,4,12,5,0,14,3,0,0,2,3,9,17,19,6,5
78788,14,15,7,7,11,13,0,30,3,1,2,3,2,5,3,10,10,2
78789,18,14,4,4,26,8,0,37,11,0,22,3,9,7,17,25,0,1
78792,81,54,2,4,45,35,1,77,14,2,7,1,18,21,37,55,23,2
78803,4,14,8,8,13,2,13,23,11,0,0,1,3,9,3,1,3,0
78804,27,13,2,2,46,35,1,51,11,0,11,5,13,9,15,31,4,0
78805,22,10,1,0,14,19,0,38,4,1,3,0,10,4,9,28,9,1
78806,217,148,40,45,201,91,2,169,68,3,60,22,60,68,120,203,17,5
78811,9,6,2,3,17,11,7,23,3,2,2,2,2,10,10,9,4,0
78821,39,28,10,8,55,26,4,47,13,0,5,2,8,20,17,32,3,0
78825,182,129,36,57,243,112,4,276,66,8,67,24,63,84,85,199,29,22
78826,75,63,26,26,55,40,1,94,28,2,9,3,15,20,41,49,17,10
78828,33,20,2,2,28,19,0,27,7,0,5,0,7,6,10,26,4,0
78829,33,45,26,22,35,8,4,42,37,1,13,18,18,27,27,23,3,2
78833,17,21,10,7,11,13,1,32,15,0,2,2,5,8,10,11,5,1
78835,7,14,5,7,38,9,0,65,9,0,2,8,6,40,3,12,6,1
78838,35,14,1,1,6,35,0,65,9,1,3,0,15,6,10,30,15,4
78840,14,12,5,5,14,13,1,23,8,0,2,3,2,5,5,10,5,0
78842,34,30,1,5,118,46,4,115,13,3,4,6,19,48,22,42,9,3
78846,31,20,5,4,20,23,1,45,9,0,2,0,13,4,12,32,5,2
78850,212,143,50,41,207,91,5,87,58,0,48,8,33,52,96,146,12,4
78860,16,6,8,2,32,37,7,103,11,4,9,2,23,18,20,29,8,1
78866,46,23,3,1,32,66,0,147,11,4,10,2,34,22,23,82,15,4
78878,2,3,0,0,17,6,0,38,1,2,4,0,7,13,1,11,4,0
78879,45,38,9,10,79,63,7,128,22,14,7,7,28,30,24,61,18,6
78880,10,4,1,1,22,15,0,28,4,0,1,1,6,9,7,16,5,1
78883,40,25,0,0,23,26,0,35,6,1,13,0,12,3,28,34,7,0
78885,33,19,0,0,9,14,0,28,6,1,6,0,7,6,14,21,7,0
78886,30,7,3,1,25,49,2,55,5,0,3,0,14,2,6,42,4,4
78890,61,53,16,16,36,38,1,74,18,1,2,4,17,23,19,57,21,3
78893,13,14,1,3,20,13,0,26,10,1,0,2,8,18,2,17,1,0
78904,30,27,10,8,36,19,0,38,11,4,8,1,14,13,24,36,3,2
78906,14,24,7,13,61,7,1,49,24,0,5,8,9,35,15,22,4,0
78909,16,11,4,3,21,18,0,43,12,3,2,1,7,22,5,18,7,5
78911,35,13,2,2,30,22,7,25,3,0,7,2,10,14,17,34,1,0
78912,30,44,39,50,58,18,0,50,30,0,1,20,8,32,12,24,3,0
78914,29,24,5,6,29,17,2,48,8,0,6,5,8,20,13,18,10,1
78917,51,93,43,50,101,38,3,80,49,5,33,36,29,41,48,63,4,2
78922,19,31,21,18,25,6,0,16,23,0,0,5,1,14,14,7,0,0
78926,56,44,0,1,74,48,3,154,12,13,10,6,14,38,31,68,23,9
78935,52,45,13,19,32,16,0,26,23,1,9,8,9,11,31,27,4,0
78937,11,13,5,7,34,7,0,21,13,1,0,0,3,18,3,13,1,1
78940,65,71,41,43,120,36,1,64,36,0,19,18,14,48,31,41,7,1
78942,13,12,3,2,21,23,1,47,3,0,3,0,11,8,5,25,5,2
78943,14,23,5,11,50,21,1,89,14,1,3,11,11,44,2,21,11,0
78945,22,10,3,3,13,19,0,22,1,0,0,0,5,9,8,26,0,0
78954,165,132,20,26,214,129,5,287,53,17,44,8,70,88,119,174,46,15
78956,18,11,5,4,39,16,1,46,7,1,6,3,5,23,8,19,2,5
78957,190,185,105,70,161,55,5,120,113,4,37,25,37,54,132,107,15,5
78964,53,37,13,9,25,28,0,31,11,1,4,1,11,6,23,38,4,4
78973,28,12,1,1,21,18,0,22,9,0,2,1,6,5,11,21,0,0
78977,23,8,6,6,13,30,2,55,6,2,8,6,13,15,13,32,7,1
78981,75,74,16,10,79,38,4,101,23,3,16,6,17,17,70,68,21,2
78984,24,20,5,6,16,18,0,27,7,0,3,1,6,2,14,16,6,1
78986,48,55,20,25,46,29,0,43,29,1,9,11,7,18,26,28,10,2
78994,21,9,2,2,17,25,2,47,8,4,26,2,21,9,7,34,7,11
79010,28,24,2,5,32,16,1,42,12,0,3,4,6,14,14,19,7,5
79011,24,14,7,5,19,11,0,24,8,1,1,0,7,10,7,16,4,1
79024,30,17,7,1,6,8,0,17,4,2,10,0,9,0,31,26,1,0
79028,136,87,15,17,64,57,0,105,42,0,39,1,34,29,66,125,24,4
79035,16,22,2,4,15,2,1,26,8,0,0,5,1,16,10,5,2,1
79037,120,63,8,6,69,100,1,162,20,4,13,1,30,26,40,114,28,11
79039,16,14,2,6,11,14,0,28,8,1,3,2,6,5,11,20,2,0
79040,31,31,16,22,94,19,0,53,12,0,2,6,9,61,10,25,0,2
79041,15,11,0,0,10,10,0,42,4,0,2,1,3,13,9,11,9,0
79054,45,29,10,11,62,45,1,63,13,2,0,0,17,16,26,46,2,3
79059,23,34,18,23,37,16,0,48,21,4,2,7,12,22,15,27,7,3
79065,30,26,10,9,23,16,0,39,10,1,2,2,5,13,15,28,4,2
79067,14,17,7,5,34,20,0,66,9,3,6,2,15,24,19,19,6,0
79074,37,32,13,11,130,20,0,39,18,0,10,4,7,37,23,19,3,3
79076,19,33,37,36,43,16,1,79,33,1,9,28,5,33,9,24,6,0
79077,37,27,2,4,33,32,0,50,9,1,2,1,13,20,17,33,8,0
79086,30,38,12,24,24,7,1,37,36,0,15,7,12,24,15,28,1,0
79091,29,24,7,7,21,15,0,22,8,3,2,0,13,9,14,29,5,0
79096,72,50,15,19,67,32,2,84,16,1,3,5,9,45,28,50,13,4
79097,43,41,14,13,51,22,4,61,15,4,8,4,24,28,26,46,9,1
79101,19,23,10,9,22,12,2,33,12,1,4,7,9,12,15,19,5,0
79103,38,14,2,3,6,29,0,34,1,1,1,0,10,2,11,33,10,0
79108,26,12,8,9,24,29,2,36,5,1,3,1,9,9,10,30,4,2
79120,16,7,2,1,12,28,0,40,1,0,3,1,9,3,10,28,2,0
79122,39,44,14,26,71,26,3,65,36,0,10,11,10,16,24,28,6,0
79133,11,5,4,6,29,7,0,28,4,0,2,5,4,15,7,10,2,0
79137,72,49,7,10,76,54,2,106,18,3,15,6,25,37,38,67,12,9
79143,18,19,0,3,33,13,0,71,16,0,3,0,9,27,9,17,5,1
79148,28,27,12,9,17,9,2,16,14,0,2,1,4,9,12,19,3,0
79150,40,32,6,6,18,12,0,24,6,0,3,5,11,12,21,27,3,0
79153,41,39,11,15,49,20,1,46,18,0,10,17,10,25,31,34,6,1
79159,242,172,51,63,398,272,18,851,82,58,105,63,148,250,114,351,112,64
79162,43,28,4,6,13,11,1,16,11,0,3,0,3,5,10,23,1,0
79167,125,79,29,18,71,68,5,160,42,3,51,11,46,41,80,118,9,2
79168,128,83,13,16,65,49,0,131,37,1,15,7,25,50,78,91,17,2
79175,145,182,45,95,372,103,17,422,69,24,11,76,54,201,47,131,79,40
79180,12,15,4,4,20,16,9,39,7,10,3,2,9,10,8,22,6,1
79181,34,27,13,8,61,62,4,156,25,10,18,4,31,37,25,56,10,4
79184,12,20,15,9,10,10,0,27,16,0,1,6,5,5,11,9,4,1
79186,31,14,3,1,35,49,0,103,8,3,8,1,24,32,16,66,4,1
79191,25,14,0,1,22,12,0,13,3,1,9,0,4,9,23,18,2,1
79194,54,37,3,3,27,27,0,26,13,1,3,0,9,8,26,37,5,2
79195,46,39,5,3,17,15,0,33,9,2,6,1,10,15,23,33,8,0
79199,28,14,1,1,10,27,0,44,3,2,0,0,9,6,4,27,10,4
79205,78,45,6,7,13,40,0,88,18,4,7,0,21,18,26,60,16,10
79206,22,30,20,16,25,13,1,34,19,0,3,7,9,14,14,14,3,0
79218,25,28,8,11,34,9,0,28,21,0,5,6,7,19,10,24,1,2
79220,27,16,2,2,32,18,0,50,10,0,10,2,15,25,18,33,1,0
79226,47,36,5,9,13,10,0,42,12,0,3,3,4,11,25,38,11,0
79228,112,93,22,18,59,27,0,63,49,2,29,5,20,28,81,69,5,2
79229,31,35,4,4,36,23,2,63,10,2,4,0,12,22,18,29,11,0
79236,38,29,6,8,31,16,0,25,9,3,1,3,10,14,21,34,2,0
79237,34,29,17,8,42,42,8,93,24,3,29,4,20,16,42,60,12,2
79238,45,21,7,4,46,43,5,82,6,2,5,7,19,19,25,43,11,5
79244,109,72,11,6,37,43,9,105,31,2,18,5,25,20,100,85,16,6
79253,78,59,10,13,56,29,1,63,21,0,3,8,11,29,43,54,10,1
79264,25,27,7,9,38,16,3,55,11,1,2,5,3,20,14,17,6,6
79279,121,91,23,21,95,45,3,187,41,3,23,15,30,57,145,93,27,7
79285,15,18,8,12,27,17,12,53,8,0,0,3,2,20,3,21,7,1
79294,48,45,8,8,56,56,1,125,26,15,18,1,38,36,45,77,18,3
79304,54,67,27,38,69,10,1,52,30,0,8,15,6,33,26,30,10,1
79306,61,51,21,20,42,37,2,79,23,0,2,4,15,23,34,51,13,2
79311,10,22,24,13,20,5,1,39,19,0,0,0,2,19,11,2,1,1
79315,9,8,6,4,15,24,3,58,0,0,3,3,6,16,6,18,10,2
79317,105,62,27,24,71,58,1,108,33,2,28,9,27,31,41,92,20,7
79318,8,9,1,1,26,18,2,75,13,1,2,0,12,27,7,19,5,0
79321,25,36,10,16,61,15,0,69,21,0,0,6,5,45,13,17,3,5
79328,24,23,5,9,51,7,0,43,7,0,3,10,2,49,14,15,5,0
79330,12,20,14,13,19,9,1,26,9,0,2,1,6,11,10,22,2,1
79333,97,61,10,6,87,84,4,135,29,6,44,7,35,26,55,108,19,9
79340,20,20,4,7,17,8,0,34,7,0,0,2,2,16,1,8,8,2
79344,5,4,4,3,23,8,1,50,9,0,3,4,6,17,1,11,11,1
79347,86,52,6,10,171,114,9,287,24,20,40,21,37,82,25,114,23,17
79350,16,2,1,1,5,34,0,29,1,0,6,0,19,2,6,36,1,0
79352,21,16,0,0,6,11,0,26,0,5,1,1,5,7,4,14,5,16
79361,31,25,4,6,23,26,0,74,12,1,5,0,15,17,19,36,12,1
79366,168,106,35,36,153,90,15,265,55,3,27,24,45,95,77,158,23,4
79367,91,76,23,24,146,51,4,150,37,2,18,11,25,84,36,92,14,2
79372,24,19,14,9,12,25,0,40,10,0,2,2,4,9,8,23,4,0
79373,13,12,2,3,15,15,3,69,6,2,6,1,12,14,6,12,14,3
79374,93,80,29,24,176,74,9,251,50,4,15,21,34,115,53,91,19,8
79376,19,11,3,2,8,13,3,26,6,1,1,1,12,4,18,23,4,1
79388,44,28,2,3,41,39,4,84,8,1,8,4,15,16,36,48,15,2
79392,30,30,10,9,17,11,2,52,19,0,1,2,10,10,33,20,11,1
79393,16,11,5,6,36,15,11,79,2,1,1,9,4,25,5,23,13,2
79395,11,13,4,12,49,8,0,31,13,1,3,6,7,42,2,9,2,0
79397,47,29,5,4,36,26,1,49,11,4,6,1,15,15,31,38,7,2
79401,173,192,84,114,278,82,5,293,107,10,32,61,54,131,96,143,34,20
79402,14,25,11,11,29,2,2,11,15,0,0,8,0,20,6,1,0,0
79406,6,6,2,4,48,26,2,68,6,0,3,3,8,27,5,13,3,0
79414,150,130,13,30,91,29,1,68,51,0,5,8,9,36,88,74,19,2
79423,52,50,14,28,96,22,0,97,29,0,10,14,10,67,15,31,16,4
79427,16,17,4,6,45,16,1,26,11,0,2,0,5,15,5,12,5,0
79433,40,43,29,35,76,38,1,79,35,1,20,28,23,44,21,61,3,1
79434,45,44,14,22,57,23,4,61,26,3,5,13,12,29,19,30,7,3
79437,203,125,19,22,282,133,24,222,70,7,94,23,54,88,128,201,12,5
79440,28,17,5,6,13,27,0,54,6,0,1,0,13,13,10,32,6,1
79441,31,20,2,2,18,13,0,22,11,1,3,1,4,8,10,15,2,1
79447,31,17,2,3,23,27,0,51,4,1,17,1,13,13,23,47,5,1
79451,7,5,0,0,5,11,0,33,2,1,2,0,12,10,7,19,1,0
79452,18,17,3,4,11,14,0,38,7,1,8,2,7,3,4,10,11,7
79454,76,61,19,14,80,72,4,145,34,7,31,3,39,42,60,108,15,5
79455,109,87,15,21,53,15,0,53,18,0,6,1,10,22,76,62,10,2
79457,27,30,17,13,42,19,0,93,24,0,13,3,24,38,27,45,6,0
79460,231,141,38,38,174,107,3,181,63,6,95,17,42,44,104,214,34,5
79461,8,7,1,1,43,27,8,71,2,1,2,1,7,29,6,25,6,2
79465,31,35,14,19,145,40,7,135,28,2,6,31,13,59,17,35,15,5
79468,43,34,4,10,89,54,7,119,18,3,16,5,19,31,28,57,11,6
79479,24,19,3,3,23,16,0,29,11,1,5,2,10,12,11,23,0,1
79485,45,42,5,6,31,11,0,28,18,0,4,0,4,13,27,26,4,2
79497,120,71,14,11,59,54,1,107,28,2,52,4,43,26,75,127,14,5
79498,46,22,0,0,8,18,0,33,7,0,3,0,12,3,29,31,8,1
79501,55,49,5,8,38,45,3,75,22,2,11,2,24,23,34,57,7,0
79507,29,27,3,3,17,14,0,24,10,0,3,2,2,6,7,18,8,0
79512,31,28,0,0,11,6,0,11,13,0,7,0,2,4,20,11,3,1
79524,134,95,20,23,68,54,1,88,30,2,15,8,20,22,76,96,13,2
79529,29,25,13,19,69,18,0,63,15,0,2,12,4,50,11,22,7,3
79531,77,48,13,10,71,59,18,209,19,4,7,13,30,67,27,101,20,5
79539,18,17,4,8,16,6,0,16,4,0,4,4,2,11,11,16,2,1
79542,18,12,5,4,24,11,2,24,5,1,0,0,7,8,8,12,6,0
79543,29,34,12,14,34,12,0,38,8,1,3,3,6,21,22,15,5,1
79545,66,59,10,18,86,26,2,74,29,0,23,14,20,49,36,48,8,6
79552,24,15,1,2,49,27,3,97,6,2,4,2,16,42,18,32,10,2
79555,17,7,3,3,22,12,0,42,6,0,0,2,4,20,10,15,3,2
79564,4,1,0,0,18,23,1,46,2,6,4,0,13,8,7,27,1,1
79570,247,232,134,138,341,112,8,258,134,5,44,46,51,116,136,167,28,15
79581,82,70,15,13,64,50,6,99,25,2,12,5,21,18,59,75,12,4
79587,46,58,24,27,120,39,11,153,38,10,11,14,23,69,35,51,5,2
79590,12,20,7,12,20,12,1,28,12,1,0,4,4,12,5,14,3,1
79599,16,11,4,5,34,25,1,51,8,2,5,2,8,16,13,21,3,1
79601,21,20,7,9,58,28,9,102,7,0,0,4,11,26,6,30,11,1
79603,8,3,2,1,9,7,0,39,6,2,21,0,17,11,18,26,6,0
79607,8,7,0,0,33,27,8,58,3,2,3,0,6,16,3,21,7,0
79614,36,29,8,10,17,22,0,28,10,0,4,0,9,6,15,28,3,2
79619,13,12,1,2,9,11,0,27,5,0,4,1,5,11,6,16,5,0
79623,26,21,9,6,17,10,1,18,11,1,1,1,7,4,20,18,3,1
79624,91,88,39,43,174,83,8,292,47,21,20,32,46,84,49,79,52,20
79625,28,16,7,3,7,26,1,53,9,1,5,2,11,8,17,34,10,1
79626,16,20,7,7,30,13,1,43,14,1,3,1,11,17,16,16,6,0
79627,62,34,12,6,61,52,0,97,12,8,9,4,25,34,37,65,12,0
79628,9,6,2,2,11,22,1,44,0,4,5,1,17,20,7,35,5,0
79631,22,12,2,3,25,13,3,24,2,0,1,0,5,5,9,17,5,0
79632,8,2,0,0,23,18,4,55,2,3,0,0,8,18,5,19,2,1
79633,33,40,20,16,33,11,2,29,28,1,6,14,4,20,21,19,1,2
79646,67,46,9,10,33,27,1,51,16,1,9,2,18,21,32,49,3,0
79647,44,42,16,18,42,21,0,42,18,1,1,6,9,28,16,35,5,0
79653,28,18,6,8,47,26,3,52,14,1,5,4,14,28,12,35,7,1
79666,16,18,5,5,30,20,5,81,11,4,0,0,13,22,5,26,9,2
79667,56,45,24,22,30,21,0,26,19,0,2,6,10,8,24,32,5,3
79669,42,46,13,13,22,13,0,35,21,0,1,3,8,15,28,26,4,1
79672,32,38,4,10,17,10,0,40,9,0,0,1,3,13,19,16,11,4
79684,73,50,12,10,76,50,4,99,24,6,12,7,22,23,85,75,9,2
79696,46,25,1,2,11,36,5,85,4,1,2,3,6,19,14,35,21,3
79700,6,11,5,9,54,15,4,98,16,1,4,10,6,62,4,14,11,1
79702,59,44,11,15,54,30,1,47,17,1,11,7,12,26,33,39,9,1
79703,28,24,4,5,25,15,0,20,10,2,11,3,8,18,12,27,2,1
79707,15,14,7,5,29,20,2,52,9,2,2,2,8,15,10,13,5,0
79713,79,57,12,17,61,29,0,107,24,0,1,4,17,42,35,56,11,5
79721,11,2,0,0,17,22,0,31,0,0,4,2,2,8,3,17,0,1
79728,53,29,2,3,39,62,1,116,11,1,3,2,27,22,23,60,22,4
79734,84,78,52,39,169,65,17,148,36,1,12,27,20,64,39,78,14,4
79735,26,29,9,10,32,13,1,38,11,0,3,7,3,19,11,20,5,0
79739,16,17,6,11,43,13,0,80,15,0,1,9,6,68,4,26,8,1
79745,29,14,7,10,67,27,0,35,7,1,3,4,3,32,9,24,4,0
79751,39,32,13,10,34,29,4,51,16,3,13,5,23,16,32,47,1,6
79752,11,3,0,0,9,17,0,48,0,0,0,1,2,13,1,11,3,0
79768,150,71,27,12,65,78,0,119,32,5,42,4,32,17,78,124,26,10
79769,33,42,4,11,91,39,4,132,27,4,5,3,12,69,25,36,15,1
79774,73,50,8,13,64,45,4,101,18,14,9,9,28,39,40,67,27,3
79777,33,25,8,8,22,26,1,47,9,1,0,2,7,5,7,32,4,1
79791,25,10,2,0,15,26,0,30,6,2,2,0,11,4,11,31,5,0
79794,0,12,12,14,18,5,6,33,11,0,0,4,2,16,2,6,4,0
79807,10,4,0,0,23,13,0,31,2,0,2,2,5,18,3,21,4,0
79810,50,54,25,32,75,28,0,66,36,0,11,19,7,43,21,40,7,1
79812,146,144,53,59,78,28,0,55,54,0,9,9,13,22,87,74,10,1
79820,88,65,30,22,99,63,13,202,43,4,26,6,27,54,65,82,23,7
79823,35,26,4,3,53,49,10,131,16,4,4,6,22,37,24,52,12,2
79828,76,73,27,25,185,81,13,258,49,2,13,15,36,89,28,91,36,12
79829,29,25,8,9,15,9,2,34,12,1,8,1,4,10,12,25,10,0
79830,78,58,21,24,182,78,12,159,19,2,16,7,25,43,35,82,13,7
79832,19,16,1,5,17,9,0,21,7,0,8,2,2,4,17,16,2,1
79833,21,22,7,7,34,15,2,59,12,3,8,1,9,28,16,21,6,5
