item,genres
3930,Adventure|Horror|Sci-Fi
3932,Horror|Sci-Fi
3936,Horror|Musical|Thriller
3943,Comedy
3945,Adventure|Animation|Children
3946,Action|Drama|Thriller
3947,Action|Crime|Drama|Thriller
3948,Comedy
3949,Drama
3950,Drama
3952,Drama|Thriller
3955,Comedy
3959,Action|Adventure|Sci-Fi
3964,Animation|Children
3966,Crime|Film-Noir
3967,Drama
3968,Comedy
3969,Drama
3970,Horror
3972,Action|Comedy
3973,Crime|Horror|Mystery|Thriller
3977,Action|Comedy
3978,Drama|Romance
3979,Comedy
3980,Drama
3981,Action|Sci-Fi|Thriller
3983,Drama|Romance
3984,Action|Adventure|Thriller
3985,Drama|War
3986,Action|Sci-Fi|Thriller
3987,Drama|Romance
3988,Children|Comedy|Fantasy
3989,Documentary
3990,Animation|Children|Comedy
3991,Children|Comedy
3992,Drama|Romance|War
3993,Drama|Romance
3994,Drama|Sci-Fi
3996,Action|Drama|Romance
3997,Adventure|Fantasy
3998,Drama
3999,Action|Adventure
4000,Adventure|Drama
4002,Comedy
4005,Action|Adventure|Thriller
4006,Adventure|Animation|Children|Sci-Fi
4007,Drama
4008,Drama|War
4009,Drama
4010,Comedy
4011,Comedy|Crime|Thriller
4014,Drama|Romance
4015,Comedy|Sci-Fi
4016,Adventure|Animation|Children|Comedy|Fantasy
4017,Drama
4018,Comedy|Romance
4019,Drama
4020,Thriller
4021,Drama
4022,Drama
4023,Comedy|Drama|Romance
4024,Romance
4025,Comedy|Crime
4027,Adventure|Comedy|Crime
4029,Comedy|Drama
4030,Horror
4031,Drama|Romance|Western
4033,Drama|Thriller|War
4034,Crime|Drama|Thriller
4036,Drama|Horror
4037,Crime|Film-Noir|Mystery|Thriller
4039,Children|Musical
4040,Comedy
4041,Drama|Romance
4042,Action|Drama|War|Western
4043,Crime|Drama
4046,Drama
4047,Drama|War
4052,Crime|Drama|Thriller
4054,Drama|Romance
4055,Drama
4056,Crime|Drama|Mystery|Thriller
4061,Drama|Romance
4062,Comedy|Drama|Romance
4064,Action|Crime|Thriller
4066,Action|Comedy
4067,Drama|Romance
4068,Comedy
4069,Comedy|Romance
4077,Drama|Thriller
4079,Comedy|Sci-Fi
4080,Comedy
4082,Comedy|Drama|Romance
4084,Action|Comedy|Crime|Thriller
4085,Action|Comedy|Crime|Drama
4086,Action|Crime|Mystery|Romance|Thriller
4090,Animation|Children
4091,Comedy|Romance
4095,Drama
4102,Comedy|Documentary
4103,Action|Adventure|Drama|War
4104,Comedy
4105,Fantasy|Horror|Thriller
4116,Comedy
4117,Drama
4121,Action|Adventure|Comedy|Sci-Fi
4124,Horror|Thriller
4126,Drama
4128,Comedy|Horror|Thriller
4132,Comedy|Romance
4133,Action|Adventure|Fantasy|Sci-Fi
4135,Adventure|Comedy|Horror
4141,Comedy|Romance
4144,Drama|Romance
4146,Drama|Mystery|Romance
4148,Horror|Thriller
4149,Comedy|Romance
4151,Comedy|Drama|Romance
4153,Comedy|Fantasy|Romance
4155,Drama|Romance
4158,Animation|Comedy|Fantasy
4159,Action|Thriller
4161,Action|Comedy
4166,Action|Drama
4167,Thriller
4168,Comedy|Romance
4169,Comedy
4174,Drama
4178,Drama
4179,Drama
4183,Comedy|Drama
4184,Comedy|Drama|Romance
4186,Comedy|Drama|Romance
4187,Drama
4188,Children|Musical
4190,Drama
4191,Comedy|Drama|Romance
4194,Drama|Romance|War
4195,Horror|Mystery
4203,Action|Crime|Drama
4205,Comedy|Drama|Romance
4207,Action|Adventure|War
4210,Action|Crime|Drama|Horror|Thriller
4211,Drama
4212,Crime|Mystery
4214,Comedy
4215,Comedy
4216,Drama
4217,Documentary
4218,Crime|Drama
4219,Comedy
4220,Comedy
4223,Drama|War
4224,Action|Thriller
4225,Comedy
4226,Mystery|Thriller
4228,Comedy|Crime|Romance
4231,Comedy|Romance
4232,Action|Adventure|Children|Comedy
4234,Drama|Thriller
4235,Drama|Thriller
4237,Documentary
4238,Action|Crime|Mystery|Thriller
4239,Crime|Drama
4241,Animation|Children
4246,Comedy|Drama|Romance
4247,Adventure|Comedy|Mystery|Romance
4248,Comedy
4251,Drama|Thriller
4254,Comedy|Drama
4255,Comedy
4262,Action|Crime|Drama
4263,Drama
4265,Action|Thriller
4267,Comedy
4270,Action|Adventure|Comedy|Thriller
4273,Drama
4274,Drama|Romance
4275,Action|Adventure|Fantasy|Sci-Fi
4276,Comedy
4278,Documentary
4280,Comedy|Drama|Romance
4282,Drama
4283,Drama
4285,Comedy|Romance
4291,Comedy|Crime
4292,Drama
4294,Children|Fantasy|Musical
4296,Drama|Romance
4297,Drama
4298,Crime|Film-Noir|Thriller
4299,Action|Comedy|Romance
4300,Drama
4304,Documentary
4305,Romance|Thriller
4306,Adventure|Animation|Children|Comedy|Fantasy|Romance
4308,Drama|Musical|Romance
4310,Action|Drama|Romance|War
4312,Adventure|Drama
4313,Drama
4317,Comedy|Romance
4318,Comedy|Drama
4321,Comedy|Western
4322,Drama
4325,Drama
4326,Crime|Drama|Thriller
4327,Adventure|Western
4329,Western
4330,Drama
4333,Comedy|Crime
4334,Drama
4336,Horror|Thriller
4337,Drama|Romance|War
4338,Drama|War
4339,Action|Adventure|Drama|War
4340,Comedy
4342,Drama|Romance
4343,Comedy|Sci-Fi
4344,Action|Crime|Drama
4345,Drama
4347,Comedy|Drama
4349,Comedy|War
4350,Comedy|Documentary
4351,Action|Crime|Thriller
4356,Comedy|Musical|Romance
4357,Comedy|Drama|Romance
4359,Comedy
4361,Comedy|Romance
4366,Adventure|Animation|Children|Fantasy
4367,Action|Adventure
4368,Comedy
4369,Action|Crime|Thriller
4370,Adventure|Drama|Sci-Fi
4372,Drama|Romance
4373,Comedy
4378,Comedy|Crime|Drama
4380,Drama|Romance
4381,Comedy
4383,Crime|Drama|Mystery|Thriller
4386,Children|Comedy
4387,Action
4388,Comedy
4389,Drama
4392,Comedy|Drama|Fantasy|Romance
4393,Drama
4395,Comedy|Crime
4396,Action|Comedy
4399,Comedy|Drama
4401,Action|Comedy|Romance
4403,Horror
4404,Drama|Fantasy|Horror
4405,Drama
4406,Crime|Drama|Western
4407,Drama|Thriller|War
4409,Comedy|Drama|Mystery|Thriller
4410,Comedy|Crime|Drama
4411,Western
4415,Comedy
4419,Drama|Romance
4420,Drama
4422,Drama
4424,Drama
4426,Film-Noir
4427,Drama
4428,Comedy|Drama|Romance|Western
4429,Drama
4432,Drama|Film-Noir
4433,Drama
4437,Horror
4438,Action|Drama|Romance|Thriller
4439,Drama
4440,Action|Thriller
4441,Action
4442,Action|Comedy|Drama
4443,Action|Sci-Fi|Thriller
4444,Action|Crime
4446,Adventure|Animation|Fantasy|Sci-Fi
4447,Comedy|Romance
4448,Action|Drama
4450,Crime|Drama|Thriller
4452,Comedy
4454,Animation|Drama|Sci-Fi
4458,Documentary
4464,Comedy|Drama|Romance
4465,Drama
4466,Action|Crime|Drama
4467,Adventure|Comedy|Fantasy
4470,Drama
4473,Drama|War
4474,Comedy|Drama|Musical
4478,Comedy|Drama
4479,Drama|Musical
4480,Horror|Sci-Fi
4484,Drama
4487,Drama|Romance
4488,Action|Crime|Drama
4489,Comedy|Romance
4492,Comedy|Sci-Fi
4495,Comedy|Romance
4496,Film-Noir|Mystery|Thriller
4498,Action|Crime|Thriller
4499,Comedy
4500,Comedy|Drama
4501,Comedy|Horror
4502,Children|Comedy
4506,Crime|Mystery|Thriller
4508,Drama
4509,Comedy
4515,Documentary
4518,Horror
4519,Adventure|Animation|Children|Fantasy
4523,Comedy|Drama|Fantasy
4526,Comedy|Romance|Sci-Fi
4529,Comedy|Drama
4531,Action
4533,Comedy|Horror|Sci-Fi
4535,Drama|Romance|Western
4537,Drama
4541,Horror
4544,Comedy|Sci-Fi
4545,Comedy|Sci-Fi
4546,Drama|Thriller
4552,Action|Horror|Sci-Fi|Thriller
4553,Action|Sci-Fi|Thriller
4555,Comedy|Drama|Romance
4557,Drama
4558,Comedy
4562,Comedy|Mystery
4563,Comedy
4564,Drama|Fantasy|Romance
4571,Adventure|Comedy|Sci-Fi
4572,Action|Crime|Drama
4577,Drama|War
4585,Comedy
4587,Comedy|Musical|Sci-Fi
4589,Drama|Musical|Mystery
4591,Adventure|Comedy|Fantasy
4595,Drama
4599,Drama
4605,Comedy|Fantasy
4612,Drama
4613,Action|Comedy|Crime
4614,Action
4616,Drama
4618,Horror|Sci-Fi|Thriller
4621,Comedy|Romance
4623,Comedy
4624,Animation|Comedy|Musical
4626,Drama|Romance|Sci-Fi
4628,Comedy|Drama
4636,Action
4638,Action|Adventure|Sci-Fi|Thriller
4639,Comedy|Romance
4640,Action|Crime|Thriller
4641,Comedy|Drama
4642,Comedy|Drama|Musical
4643,Action|Adventure|Drama|Sci-Fi
4644,Comedy|Drama|Romance
4645,Crime|Horror|Thriller
4646,Comedy|Drama
4649,Comedy
4654,Action|Drama
4658,Drama|Horror|Mystery|Thriller
4661,Crime|Drama|Thriller
4662,Comedy|Crime
4664,Comedy|Romance
4673,Action|Comedy|Crime|Thriller
4676,Comedy
4677,Comedy|Crime
4678,Comedy
4679,Comedy
4681,Comedy|Drama
4682,Action|Horror
4683,Adventure|Children|Comedy|Drama
4686,Adventure|Comedy
4687,Comedy
4688,Adventure|Drama
4690,Crime|Musical
4697,Comedy|Horror
4699,Drama|Romance|Thriller
4700,Children|Comedy|Romance
4701,Action|Comedy
4703,Drama
4704,Adventure|Comedy
4705,Comedy
4709,Comedy|Musical|Western
4710,Drama|Western
4711,Documentary
4713,Drama|Sci-Fi
4714,Comedy
4718,Comedy
4719,Action|Animation|Comedy|Crime|Drama|Romance|Thriller
4720,Drama|Horror|Mystery|Thriller
4723,Drama
4725,Horror|Thriller
4727,Drama|Romance|War
4728,Comedy
4732,Comedy
4733,Comedy
4734,Adventure|Comedy
4735,Horror|Sci-Fi|Thriller
4738,Romance|Sci-Fi
4741,Comedy|Drama|Romance
4743,Comedy|Romance
4744,Horror
4745,Drama
4748,Action|Children|Comedy
4749,Action|Children|Comedy
4754,Drama|Horror|Mystery|Thriller
4756,Action|Adventure|Drama|Romance
4757,Comedy|Drama|Musical
4765,Drama
4767,Comedy|Horror
4768,Crime|Mystery|Thriller
4769,Documentary
4770,Thriller
4771,Drama
4772,Drama
4774,Comedy|Crime
4776,Crime|Drama|Thriller
4783,Documentary
4784,Drama
4785,Drama|Western
4787,Drama
4788,Drama|Romance
4789,Comedy|Fantasy|Horror|Musical|Thriller
4792,Horror
4794,Crime|Horror|Mystery
4795,Adventure|Comedy|Romance|War
4798,Comedy|Romance
4799,Comedy
4801,Drama
4802,Action|Comedy|Romance|War
4803,Drama|Thriller
4806,Drama
4808,Mystery|Thriller
4809,Drama
4811,Drama|Musical
4812,Adventure|Sci-Fi
4813,Sci-Fi
4814,Thriller
4815,Drama
4816,Comedy
4821,Adventure|Thriller
4823,Comedy|Romance
4826,Action|Adventure|Drama|War
4830,Crime|Drama
4833,Horror|Mystery|Thriller
4834,Comedy
4835,Drama
4840,Drama|Romance
4844,Comedy|Crime|Romance
4846,Action|Comedy
4847,Drama
4848,Crime|Drama|Film-Noir|Mystery|Thriller
4849,Comedy|Drama
4850,Action|Animation|Sci-Fi
4855,Action|Crime|Thriller
4857,Drama|Musical
4862,Drama
4863,Comedy|Crime
4865,Crime|Horror|Mystery|Thriller
4866,Action
4867,Comedy|Drama
4873,Animation|Drama|Fantasy
4874,Drama|Fantasy|Mystery|Sci-Fi
4876,Horror|Thriller
4878,Drama|Mystery|Sci-Fi|Thriller
4880,Drama
4881,Crime|Drama
4886,Adventure|Animation|Children|Comedy|Fantasy
4887,Action|Sci-Fi|Thriller
4888,Drama
4889,Crime|Drama
4890,Comedy|Fantasy|Romance
4896,Adventure|Children|Fantasy
4898,Comedy|Crime|Mystery|Thriller
4899,Adventure|Comedy|Fantasy
4900,Comedy
4901,Action|Crime|Drama|Thriller
4902,Drama|Fantasy|Horror|Thriller|War
4903,Drama
4911,Adventure|Comedy|Fantasy
4912,Drama|Musical|Romance
4914,Crime|Drama|Romance
4915,Action|Adventure|Fantasy
4916,Drama|War
4920,Drama|Romance
4921,Drama|Romance
4927,Fantasy|Mystery|Thriller
4928,Drama
4929,Comedy
4930,Action|Drama|Thriller
4932,Mystery|Thriller
4936,Drama|Musical
4939,Action|Sci-Fi
4941,Action|Adventure|Sci-Fi
4945,Crime
4947,Action
4951,Adventure|Drama|Thriller
4954,Comedy|Crime
4956,Action|Adventure|Comedy|Drama|Romance|Thriller
4957,Crime|Thriller
4958,Action|Drama|War
4963,Crime|Thriller
4966,Sci-Fi|Thriller
4967,Drama|War
4969,Crime|Mystery
4970,Drama
4971,Comedy|Drama
4973,Comedy|Romance
4974,Comedy
4975,Mystery|Romance|Sci-Fi|Thriller
4976,Drama
4978,Drama|Mystery|Thriller
4979,Comedy|Drama
4980,Adventure|Comedy|Fantasy|Sci-Fi
4981,Comedy
4989,Comedy
4990,Adventure|Animation|Children|Comedy
4992,Comedy|Romance
4993,Adventure|Fantasy
4994,Comedy|Drama|Romance
4995,Drama|Romance
4996,Comedy|Drama|Fantasy
4998,Adventure|Crime|Drama|Thriller
4999,Drama|Romance
5001,Action|Drama|War
5002,Animation
5004,Comedy
5005,Drama
5007,Adventure|Comedy|Thriller
5008,Drama|Mystery|Thriller
5009,Drama
5010,Action|Drama|War
5011,Drama|Romance
5012,Drama|Musical|Romance
5013,Comedy|Drama|Mystery
5014,Drama
5015,Drama|Romance
5016,Drama
5017,Drama|Film-Noir
5021,Comedy|Crime|Mystery|Thriller
5022,Drama
5025,Comedy
5026,Action|Mystery|Thriller
5027,Action|Comedy|Crime|Drama|Thriller
5034,Drama|Romance
5038,Adventure|Animation|Children|Drama|Fantasy
5039,Action|Adventure|Fantasy
5040,Action|Adventure|Fantasy
5046,Action|Drama|Sci-Fi|Thriller
5047,Action|Comedy
5049,Action|Comedy|Crime|Drama
5051,Comedy|Drama|Romance
5054,Sci-Fi|Thriller
5055,Action|Drama
5056,Crime|Drama
5059,Documentary
5060,Comedy|Drama|War
5062,Mystery|Sci-Fi|Thriller
5064,Action|Adventure|Drama|Romance|Thriller
5065,Drama|Fantasy|Horror|Mystery|Thriller
5066,Drama|Romance
5068,Drama
5069,Action|Adventure|Animation|Drama|Fantasy
5072,Animation|Sci-Fi
5073,Drama
5074,Comedy|Drama
5076,Adventure|Children|Comedy|Drama
5080,Comedy
5081,Drama|Romance
5092,Children|Comedy
5093,Action|Thriller
5095,Comedy|Crime
5096,Comedy
5099,Children|Drama
5101,Comedy|Documentary
5102,Comedy|Fantasy
5103,Children|Comedy|Drama
5105,Drama|Horror|Thriller
5107,Drama|War
5108,Crime|Drama|Thriller
5109,Adventure|Animation|Children
5110,Comedy|Crime|Mystery
5111,Drama|Thriller
5114,Drama
5119,Drama
5120,Comedy|Mystery|Thriller
5121,Comedy|Drama
5122,Drama
5125,Comedy
5127,Drama|Fantasy|Mystery|Romance|Thriller
5128,Fantasy|Horror
5134,Comedy|Drama
5135,Comedy|Romance
5137,Documentary
5139,Comedy
5142,Comedy|Drama
5145,Comedy|Drama|Romance
5146,Animation|Fantasy|Horror|Sci-Fi
5147,Drama
5151,Comedy|Romance
5152,Action|Drama|War
5159,Animation|Children|Comedy|Musical
5165,Horror
5169,Film-Noir
5171,Action|Adventure|Sci-Fi
5177,Drama|Romance
5187,Comedy
5198,Drama|Thriller
5202,Drama
5214,Comedy|Fantasy
5218,Adventure|Animation|Children|Comedy
5219,Action|Horror|Sci-Fi|Thriller
5220,Action|Comedy
5222,Comedy|Romance
5224,Documentary
5225,Drama|Romance
5226,Drama|Romance
5237,Drama
5241,Comedy|Romance
5244,Action|Adventure
5246,Action|Comedy
5247,Action|Comedy
5250,Comedy
5254,Action|Horror|Thriller
5255,Comedy
5258,Drama
5264,Action|Adventure|Sci-Fi|Thriller
5265,Comedy|Crime|Drama
5266,Thriller
5267,Drama
5269,Drama
5272,Drama
5279,Comedy|Romance
5282,Thriller
5283,Comedy
5288,Documentary|War
5291,Crime|Drama|Mystery
5292,Comedy
5293,Drama|Thriller
5294,Crime|Drama|Thriller
5296,Comedy|Romance
5298,Comedy|Romance
5299,Comedy|Romance
5300,Action|Adventure|Drama|Thriller|Western
5303,Comedy|Romance
5304,Drama|War
5308,Comedy
5309,Comedy|Romance
5312,Crime|Thriller
5313,Action|Adventure|Fantasy
5316,Romance|Thriller
5319,Crime|Thriller
5323,Horror|Sci-Fi|Thriller
5324,Comedy|Romance
5325,Documentary
5329,Crime|Drama|Thriller
5333,Crime|Drama
5339,Comedy|Drama
5341,Drama
5348,Comedy|Drama
5349,Action|Adventure|Sci-Fi|Thriller
5357,Adventure
5361,Adventure
5363,Comedy
5364,Drama|Thriller
5367,Drama|Romance
5368,Drama|Romance|War
5372,Musical|Western
5373,Drama|Romance|War
5377,Comedy|Drama|Romance
5378,Action|Adventure|Sci-Fi
5379,Drama
5380,Comedy|Drama|Romance
5382,Comedy
5383,Crime|Horror|Mystery
5385,Documentary
5387,Drama|Thriller
5388,Action|Crime|Drama|Mystery|Thriller
5389,Adventure|Animation|Children|Western
5391,Drama
5397,Comedy|Sci-Fi
5398,Drama
5400,Drama|Thriller
5401,Comedy
5404,Drama|Romance
5410,Drama|Sci-Fi
5414,Action|Comedy|Crime
5415,Comedy|Drama
5417,Drama|Fantasy
5418,Action|Mystery|Thriller
5419,Adventure|Children|Comedy|Fantasy|Mystery
5420,Action|Drama|War
5421,Drama
5423,Action|Crime|Thriller
5425,Drama|War
5434,Drama|Film-Noir|Thriller
5435,Western
5438,Action|Comedy
5440,Western
5444,Adventure|Animation|Children|Sci-Fi
5445,Action|Crime|Mystery|Sci-Fi|Thriller
5446,Adventure|Drama
5447,Drama
5449,Comedy|Romance
5450,Comedy|Drama|Romance
5451,Comedy|Drama|Romance
5452,Children|Comedy|Romance
5459,Action|Comedy|Sci-Fi
5460,Action|Animation|Children|Comedy
5463,Action|Adventure|Fantasy
5464,Crime|Drama
5465,Crime|Drama|Thriller
5470,Comedy|Romance
5472,Children|Drama|Musical
5475,Drama|Mystery|Thriller
5477,Drama|Romance
5478,Action|Comedy|Horror|Sci-Fi
5479,Action|Adventure|Drama|Thriller
5480,Children|Comedy
5481,Comedy
5483,Documentary
5485,Comedy|Drama|Romance
5489,Horror
5497,Adventure|Comedy|Sci-Fi
5498,Drama
5499,Adventure|Drama|Romance
5500,Comedy
5502,Horror|Sci-Fi|Thriller
5503,Comedy|Drama|Romance
5504,Adventure|Children
5505,Comedy|Drama
5506,Crime|Drama|Mystery|Thriller
5507,Action|Crime|Thriller
5508,Comedy|Drama|Musical
5515,Drama
5516,Crime|Drama|Thriller
5522,Action|Drama|Sci-Fi
5523,Action|Adventure|Comedy|Sci-Fi
5524,Adventure|Drama|Romance
5525,Comedy|Drama|Romance
5526,Drama
5527,Drama|Romance
5528,Drama|Thriller
5530,Comedy|Drama|Fantasy|Sci-Fi
5540,Action|Adventure|Fantasy|Romance
5541,Action|Comedy|Romance|War
5544,Sci-Fi|Thriller
5548,Comedy
5553,Comedy|Crime|Romance|Thriller
5560,Comedy|Musical
5563,Crime|Drama
5568,Comedy
5569,Crime|Horror|Thriller
5570,Drama|Horror|Thriller
5572,Comedy
5574,Action|Crime
5577,Comedy|Drama
5582,Adventure|Comedy
5588,Horror
5601,Children|Drama
5602,Comedy|Crime
5603,Comedy|Crime
5604,Comedy|Sci-Fi
5605,Drama
5607,Comedy|Drama
5608,Drama|Thriller
5610,Comedy|Drama
5611,Adventure|War
5612,Action|Thriller
5613,Comedy|Crime|Musical|Mystery
5617,Comedy|Drama|Romance
5618,Adventure|Animation|Fantasy
5619,Documentary
5620,Comedy|Romance
5621,Action|Comedy
5625,Drama|Romance
5628,Action|Comedy|Crime|Drama|Thriller
5629,Animation|Children|Musical
5630,Crime|Mystery|Thriller
5632,Drama
5633,Drama
5636,Comedy|Crime
5637,Drama
5638,Action|Adventure|Fantasy|Sci-Fi
5640,Horror|Sci-Fi
5642,Drama
5643,Documentary
5644,Drama
5646,Drama|Romance
5649,Horror
5650,Comedy
5651,Animation|Comedy|War
5653,Western
5660,Crime|Drama|Thriller
5663,Horror
5665,Action|Comedy|Crime
5666,Comedy|Drama|Romance|Thriller
5667,Drama|Fantasy
5668,Drama
5669,Documentary
5670,Comedy|Documentary
5673,Comedy|Drama|Romance
5678,Action|Comedy|Crime|Thriller
5679,Horror|Mystery|Thriller
5680,Crime|Drama
5682,Drama
5684,Documentary
5685,Comedy|Drama
5686,Drama|Fantasy|War
5690,Animation|Drama|War
5692,Action|Thriller
5693,Comedy|Drama|Romance
5696,Drama
5707,Drama|Romance
5712,Mystery|Thriller
5721,Drama
5732,Thriller
5747,Drama|War
5752,Comedy|Romance
5763,Drama
5765,Animation|Children|Comedy
5767,Comedy|Crime
5772,Drama
5780,Comedy
5782,Action|Drama|Thriller
5784,Horror
5785,Action|Comedy|Documentary
5788,Drama
5791,Drama|Romance
5792,Comedy|Drama
5796,Action|Adventure|Comedy
5797,Fantasy|Horror
5799,Drama|Romance|War
5801,Comedy|War
5803,Action|Adventure|Comedy|Crime
5804,Children|Comedy|Fantasy|Romance
5809,Crime|Thriller
5810,Drama
5812,Drama|Romance
5816,Adventure|Fantasy
5817,Drama|War
5818,Drama|Romance
5820,Documentary|Musical
5825,Drama|Romance|War
5826,Romance|Western
5833,Action|Horror
5836,Comedy|Romance
5839,Adventure|Drama
5840,Comedy|Drama
5843,Action|Drama
5847,Drama
5853,Horror|Sci-Fi|Thriller
5859,Drama|Thriller|War
5867,Crime|Drama|Thriller
5872,Action|Adventure|Thriller
5873,Drama
5874,Comedy
5876,Drama|Thriller|War
5878,Drama|Romance
5879,Animation|Comedy|Musical
5881,Drama|Romance|Sci-Fi
5882,Adventure|Animation|Children|Sci-Fi
5888,Crime|Drama
5890,Comedy|Drama
5891,Horror|Thriller
5893,Crime|Drama|Thriller
5896,Comedy
5899,Action|Drama|War
5900,Comedy|Crime
5902,Comedy|Drama|Romance
5903,Action|Sci-Fi|Thriller
5909,Comedy|Drama|Horror
5914,Documentary
5915,Action|Drama|War
5927,Comedy|Drama|Musical|Romance
5932,Documentary
5937,Drama
5938,Comedy|Crime|Mystery|Thriller
5940,Comedy
5941,Comedy|Drama|Musical|Romance
5942,Comedy
5943,Comedy|Romance
5944,Action|Drama|Sci-Fi|Thriller
5945,Comedy|Drama
5947,Drama
5949,Thriller
5952,Adventure|Fantasy
5954,Crime|Drama
5955,Drama
5956,Crime|Drama
5957,Comedy|Romance
5959,Crime|Drama|Thriller
5963,Drama
5965,Action|War
5969,Comedy|Drama|Romance
5970,Comedy|Drama|Romance
5971,Animation|Children|Drama|Fantasy
5974,Adventure|Fantasy
5980,Horror|Mystery|Thriller
5981,Horror|Sci-Fi
5986,Drama
5989,Crime|Drama
5991,Comedy|Crime|Drama|Musical
5992,Drama|Romance
5994,Drama|Romance
5995,Drama|War
5999,Action|Adventure|Animation|Fantasy|Sci-Fi
6001,Comedy|Drama
6002,Drama
6003,Comedy|Crime|Drama|Thriller
6005,Comedy|Documentary
6006,Comedy|Romance
6008,Drama
6012,Comedy|Romance
6013,Action|Comedy
6014,Action|Comedy
6016,Action|Adventure|Crime|Drama|Thriller
6021,Crime|Drama|Mystery|Thriller
6022,Drama
6023,Comedy|Crime|Drama|Romance
6027,Drama|Romance
6031,Drama|Romance
6032,Comedy|Romance
6035,Crime|Drama|Romance
6040,Horror|Thriller
6041,Drama
6047,Drama|Film-Noir|Mystery
6051,Action|Crime|Drama
6058,Horror|Thriller
6059,Action|Thriller
6060,Comedy|Romance
6062,Documentary
6063,Drama|Horror
6064,Drama|Film-Noir
6067,Comedy|Crime
6077,Crime|Drama|Mystery
6078,Action|Sci-Fi|Thriller
6082,Romance|Western
6093,Animation|Children|Fantasy
6100,Comedy|Romance
6101,Drama|Mystery|Thriller
6104,Comedy
6118,Drama
6119,Comedy
6122,Comedy|Documentary
6123,Documentary
6125,Comedy|Documentary|Musical
6126,Drama
6140,Horror|Mystery|Thriller
6155,Comedy|Romance
6156,Action|Adventure|Comedy
6157,Action|Crime
6159,Drama|Romance
6162,Adventure|Drama
6163,Romance|Thriller
6166,Comedy
6170,Adventure|Children|Drama
6178,Drama|Romance
6183,Comedy|Musical|Romance
6184,Drama|Sci-Fi
6185,Action|Crime|Drama|Thriller
6186,Action|Drama|War
6187,Crime|Drama|Thriller
6188,Comedy
6192,Romance
6193,Comedy|Drama|Thriller
6195,Documentary
6196,Action|Crime|Drama|Thriller
6197,Drama|Mystery
6201,Drama|Romance
6211,Drama
6212,Comedy
6213,Action|Drama|Thriller
6214,Crime|Drama|Mystery|Thriller
6215,Drama
6216,Drama
6218,Comedy|Drama|Romance
6219,Action|Drama|Thriller
6220,Drama|Horror|Thriller
6222,Drama
6223,Comedy|Crime|Drama
6226,Drama
6228,Comedy|Romance|Thriller
6229,Drama
6230,Drama
6232,Adventure|Children|Drama
6235,Drama|War
6237,Drama
6238,Comedy|Drama|Romance
6239,Adventure|Children|Sci-Fi
6242,Horror|Mystery|Thriller
6243,Horror|Mystery
6244,Drama
6250,Drama|Horror|Sci-Fi|Thriller
6252,Comedy|Romance
6254,Comedy|Romance
6263,Drama|Thriller|War
6264,Action|Drama|Sci-Fi|Thriller
6265,Comedy
6266,Comedy|Drama|Romance
6268,Comedy|Drama|Romance
6269,Documentary
6270,Drama|Fantasy
6271,Comedy|Drama|Romance
6273,Drama|Film-Noir|Mystery|Romance
6279,Crime|Drama
6280,Action|Crime|Drama|Thriller
6281,Drama|Thriller
6283,Action|Animation|Sci-Fi|Thriller
6286,Comedy|Crime|Drama
6287,Comedy
6288,Crime|Drama
6290,Horror
6291,Crime|Drama
6294,Action|Adventure|Sci-Fi
6296,Comedy|Musical
6297,Adventure|Children|Comedy|Mystery
6299,Documentary
6300,Action|Comedy|Crime
6301,Drama|Thriller
6303,Mystery|Sci-Fi
6305,Drama|Sci-Fi
6306,Documentary
6322,Crime|Thriller
6323,Crime|Horror|Mystery|Thriller
6327,Documentary
6329,Drama
6331,Documentary
6332,Children|Comedy|Romance
6333,Action|Adventure|Sci-Fi|Thriller
6335,Crime|Drama|Thriller
6337,Crime|Drama|Thriller
6338,Children|Comedy
6339,Comedy|Drama
6341,Drama
6344,Comedy|Drama|Romance
6345,Comedy|Drama|Musical
6350,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
6356,Western
6357,Comedy|Musical|Romance
6358,Comedy|Musical|Romance
6365,Action|Adventure|Sci-Fi|Thriller
6367,Comedy|Romance
6368,Documentary
6370,Comedy|Drama|Romance
6373,Comedy|Drama|Fantasy|Romance
6374,Comedy
6375,Documentary
6377,Adventure|Animation|Children|Comedy
6378,Action|Crime
6379,Horror|Thriller
6380,Documentary
6382,Drama
6383,Action|Crime|Thriller
6385,Drama
6387,Action|Comedy|Crime|Thriller
6394,Western
6395,Action|Drama|Horror|Sci-Fi|Thriller
6400,Documentary
6405,Adventure|Children
6409,Western
6412,Comedy|Western
6416,Drama|War
6422,Drama|War|Western
6424,Comedy|Crime|Mystery|Romance
6428,Comedy|War|Western
6429,Western
6430,Documentary|Musical
6433,Documentary
6436,Drama
6440,Drama|Thriller
6441,War
6442,Comedy|Romance
6448,Action|Adventure|Drama
6450,Drama|War
6452,Drama
6454,Drama
6457,Action|Drama|War
6460,Drama
6461,Drama|Western
6464,Children|Comedy
6466,Drama|Romance
6467,Crime|Drama
6478,Comedy|Western
6480,Comedy|Musical
6482,Comedy
6484,Action|Crime|Drama
6493,Comedy|Drama|Romance
6502,Action|Horror|Sci-Fi
6503,Action|Adventure|Comedy|Crime|Thriller
6506,Action|Thriller
6508,Thriller
6509,Drama|Romance
6516,Drama
6517,Drama
6519,Comedy
