director,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0359387,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1
nm0359457,0,1,6,6,1,0,0,3,3,0,0,4,0,0,0,0,0,0
nm0359734,0,0,0,0,0,0,0,10,0,0,2,0,2,1,0,3,0,0
nm0362566,1,0,0,0,1,0,0,4,2,0,1,0,1,1,0,2,0,0
nm0366004,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0
nm0368871,0,2,0,0,0,2,0,6,0,2,0,0,0,0,0,1,0,3
nm0371059,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0371890,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0373282,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0373429,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0
nm0373698,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0378144,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
nm0378893,2,3,0,2,10,0,0,2,1,0,0,1,0,2,2,0,0,0
nm0379179,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0379237,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0380705,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0381273,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
nm0381478,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0382072,0,3,1,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0382584,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0
nm0382956,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0383359,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,1,0,0
nm0384722,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0384825,0,1,0,0,0,2,0,4,0,0,0,0,0,0,1,1,0,1
nm0386570,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,2,1,0
nm0387706,0,0,0,0,0,4,0,5,1,0,0,0,2,0,0,5,1,0
nm0388198,2,1,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0
nm0389591,1,1,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,0
nm0390822,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0392237,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0
nm0393094,1,1,0,0,0,0,0,2,2,0,2,0,0,0,3,0,0,0
nm0393661,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
nm0393799,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,0,0
nm0394280,5,2,0,0,1,2,0,1,0,0,2,0,0,0,2,5,0,0
nm0396074,0,2,4,1,2,0,0,1,1,0,0,0,0,1,2,0,0,0
nm0396421,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0397174,1,1,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0
nm0398185,1,0,0,0,2,1,0,2,0,0,0,0,0,2,0,2,0,0
nm0399737,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0399853,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0400436,3,1,0,0,0,3,1,3,0,0,1,0,1,0,0,1,0,0
nm0400441,3,1,0,0,0,3,1,4,0,0,1,0,1,1,0,1,0,0
nm0400486,1,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0400731,1,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
nm0401203,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0402563,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
nm0403541,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0
nm0404606,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
nm0405336,0,0,0,0,3,0,0,4,0,0,0,1,0,1,0,0,0,0
nm0405605,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0405632,1,0,0,0,0,0,0,4,0,0,2,0,1,0,0,4,0,0
nm0407067,0,1,0,0,3,2,0,0,0,0,0,0,1,1,0,4,0,0
nm0408348,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0410139,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0410769,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0
nm0412465,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
nm0412517,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0413875,1,0,0,0,1,0,0,5,0,0,0,0,0,2,1,2,1,0
nm0414144,0,2,9,9,1,0,0,2,6,0,0,8,0,2,0,0,0,0
nm0416945,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
nm0417708,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0
nm0418450,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0418659,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0418982,0,0,0,0,1,1,0,4,0,0,0,0,1,1,0,1,0,0
nm0419884,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
nm0420982,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0421314,1,0,0,0,3,2,0,2,0,0,0,0,0,1,0,0,0,0
nm0421776,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0422484,1,0,0,0,5,1,0,11,0,0,0,2,2,5,1,2,1,0
nm0423333,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0
nm0423524,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1
nm0423646,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0
nm0424800,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0425756,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
nm0425913,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0425957,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0426059,1,1,0,0,1,3,0,1,0,1,0,0,1,1,1,0,0,0
nm0426333,0,3,3,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0
nm0428600,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0429964,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,2,1,0
nm0431918,0,2,1,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0
nm0432627,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0434571,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0435563,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0437596,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0438226,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0438279,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0440458,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0
nm0440913,1,1,0,0,0,2,0,2,0,0,1,0,1,0,1,3,0,0
nm0442241,1,0,0,0,0,0,0,5,0,0,1,0,2,1,1,1,0,0
nm0442454,0,0,0,0,7,2,0,6,0,0,0,1,0,1,0,0,0,0
nm0443181,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0
nm0443411,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
nm0445033,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0446819,0,0,0,0,1,0,0,3,0,0,1,0,2,0,3,3,0,0
nm0447944,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
nm0448588,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0449984,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0
nm0450194,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
nm0452102,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
nm0452319,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0453518,3,1,0,0,1,3,0,2,0,0,1,0,1,0,0,3,0,1
nm0454771,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
nm0455078,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0455741,0,1,6,6,0,0,0,1,3,0,0,5,0,0,0,0,0,0
nm0457541,1,0,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
nm0457565,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0
nm0458251,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0
nm0459170,0,3,0,2,2,0,0,1,0,0,0,1,0,2,2,0,0,0
nm0462030,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0
nm0462895,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,3,0,0
nm0464804,0,1,4,0,0,0,0,2,0,0,1,0,2,1,1,1,0,0
nm0464846,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0465932,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0
nm0466113,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0
nm0466153,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
nm0466349,2,0,0,0,2,2,0,2,0,0,0,0,0,1,0,1,0,0
nm0467225,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0467396,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0
nm0467646,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
nm0468007,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0469694,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0470443,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0474955,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0475905,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,0
nm0476201,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0
nm0477035,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0477129,0,1,0,0,4,0,0,2,0,0,0,0,0,3,0,0,0,0
nm0478441,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0481418,0,0,0,0,1,0,1,3,1,0,0,0,0,3,0,0,0,0
nm0485943,0,0,0,1,2,0,0,3,0,0,0,1,0,2,0,0,0,0
nm0487567,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0
nm0490487,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0492909,0,0,0,0,3,1,0,1,0,0,0,0,0,3,0,0,0,0
nm0496312,0,0,0,0,3,1,0,5,0,0,0,0,0,3,0,1,0,0
nm0496746,3,1,0,0,0,1,0,2,0,0,0,0,0,0,2,1,1,0
nm0499724,1,1,0,0,6,0,0,1,0,0,0,0,0,3,0,0,0,0
nm0500444,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0500896,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
nm0500988,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0
nm0501185,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0
nm0501435,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0502577,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
nm0502752,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0502954,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
nm0503777,0,1,0,1,1,2,0,7,1,1,0,2,0,1,0,1,2,0
nm0504495,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nm0504513,4,5,0,0,5,0,0,1,0,0,0,3,0,2,2,0,0,0
nm0504642,5,1,0,0,0,4,0,2,1,0,0,0,1,0,1,3,0,0
nm0505152,0,0,0,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0505522,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0505662,0,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0506613,4,1,0,2,8,1,0,1,1,0,0,0,0,2,1,0,0,0
nm0509409,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
nm0509448,2,1,0,0,0,0,0,0,1,0,2,0,0,0,1,2,1,0
nm0510674,0,2,3,4,3,0,0,1,1,0,0,1,0,2,0,0,0,0
nm0510731,4,2,0,0,3,1,0,3,0,0,0,0,1,1,2,3,0,0
nm0510912,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0
nm0514546,0,2,0,1,0,1,0,3,0,0,2,0,1,0,1,2,0,0
nm0514822,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0
nm0514906,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0515891,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0516344,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
nm0516360,0,0,0,0,2,0,0,10,1,0,0,0,0,2,0,0,2,0
nm0517597,0,0,0,0,2,0,0,2,0,0,0,3,0,2,0,0,2,1
nm0518644,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,2,0
nm0520485,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0520488,3,1,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0
nm0522028,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
nm0523893,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
nm0523932,0,0,0,0,5,0,0,2,1,0,0,0,0,4,0,0,1,0
nm0525303,0,1,0,0,1,0,0,4,0,0,0,1,0,3,0,0,1,1
nm0525659,1,0,0,0,5,1,0,2,0,0,0,0,0,5,0,1,0,0
nm0527109,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
nm0527217,0,2,8,8,1,0,0,0,5,0,0,6,0,2,0,0,0,0
nm0527261,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0
nm0528381,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
nm0528718,0,0,0,0,6,2,0,1,0,0,0,0,1,1,0,2,0,0
nm0531817,0,2,0,0,0,1,4,4,0,0,0,0,0,0,0,2,0,0
nm0532235,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
nm0533241,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0
nm0533284,0,0,0,0,0,1,0,4,0,0,0,0,0,3,1,1,0,0
nm0534084,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0534665,0,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,0
nm0536299,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
nm0538320,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0538614,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0541149,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
nm0541677,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0
nm0542649,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,4
nm0542720,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0
nm0549658,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0
nm0550881,3,2,0,0,1,0,1,3,0,0,1,0,1,1,1,1,0,0
nm0550892,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
nm0551076,3,2,0,0,0,0,0,3,0,0,2,0,0,0,1,3,1,0
nm0551128,1,1,0,1,2,1,0,3,2,0,0,3,0,2,0,0,0,0
nm0551358,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0553942,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0554249,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
nm0556094,3,0,3,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0
nm0561813,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0562645,1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0
nm0562845,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0563099,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0563100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0564319,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
nm0564970,0,0,0,0,3,0,0,4,0,0,0,2,0,2,0,0,1,0
nm0565336,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0567620,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0567680,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
nm0569166,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0569790,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0569891,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0570912,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0572132,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2
nm0572851,0,1,0,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0
nm0573589,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0573732,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0573796,0,0,0,0,1,2,0,2,0,0,1,0,1,1,0,2,0,0
nm0574625,3,0,0,0,0,1,0,2,0,0,1,0,1,0,2,4,0,0
nm0575389,0,0,0,0,1,1,0,2,0,0,2,0,1,0,1,2,0,0
nm0575523,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0576298,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0
nm0576548,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0576987,1,1,0,0,0,1,0,3,0,0,0,0,1,1,0,3,0,0
nm0578483,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,1,0
nm0579954,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0
nm0580017,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
nm0580729,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
nm0582635,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0583292,2,1,0,0,0,0,0,1,0,0,0,0,1,0,4,2,0,0
nm0583600,0,0,0,1,5,0,0,1,0,0,0,0,0,5,0,0,0,0
nm0585011,0,0,0,0,2,0,0,6,0,0,0,0,0,4,0,1,0,0
nm0586281,4,0,0,0,4,3,0,4,0,0,6,1,2,1,0,2,0,1
nm0586482,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
nm0587277,1,1,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0
nm0587518,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
nm0587955,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
nm0588087,3,1,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0
nm0588340,3,0,0,0,1,2,0,0,1,1,0,0,1,0,0,3,0,0
nm0590122,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0591171,1,0,0,0,1,0,0,2,1,0,6,0,0,2,1,2,0,0
nm0591450,1,3,2,4,5,0,0,1,3,0,1,1,0,0,0,0,0,0
nm0591486,0,0,0,0,2,0,0,2,1,0,0,5,0,2,0,0,0,0
nm0591994,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0
nm0592400,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
nm0593014,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0593463,0,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,0,0
nm0593610,1,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0594503,3,9,11,4,2,1,0,5,9,0,0,0,1,3,2,0,0,0
nm0600546,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,0,0
nm0601382,4,1,0,0,0,2,0,2,0,0,1,0,0,0,0,3,1,0
nm0601619,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,1,0
nm0602104,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0603628,3,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0
nm0605479,1,1,4,0,2,0,0,2,3,0,0,0,0,1,4,1,0,0
nm0608084,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0
nm0609236,5,1,0,0,0,0,1,1,0,0,0,0,0,0,2,4,1,0
nm0609549,0,1,0,0,4,0,0,2,0,0,0,0,1,1,1,0,0,0
nm0610496,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0610831,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0611683,4,2,0,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0
nm0612322,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0613471,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
nm0614276,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
nm0614682,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0615780,1,3,6,6,3,1,0,0,1,0,0,4,0,2,1,0,0,0
nm0617042,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0619762,0,0,0,0,1,0,0,6,0,0,0,0,0,6,0,0,0,0
nm0620363,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0620378,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,3,0,0
nm0622112,1,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,0,0
nm0622695,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
nm0623768,1,1,0,0,1,0,0,3,1,0,0,1,0,0,0,1,0,0
nm0624102,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0624535,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0625379,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0625458,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0625680,0,1,0,0,1,0,0,3,0,0,0,0,0,1,1,0,1,0
nm0625789,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0
nm0628345,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0629272,2,1,0,0,1,2,0,3,1,0,0,0,0,1,3,3,1,0
nm0629334,4,2,0,0,3,1,0,1,0,0,0,0,0,1,1,2,0,0
nm0634240,5,1,0,0,0,6,0,4,0,0,0,0,5,0,3,5,0,0
nm0635759,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
nm0636675,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
nm0637518,4,1,0,0,0,1,0,5,0,0,0,0,0,1,2,9,1,0
nm0637615,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2,0,0
nm0638080,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0638271,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0638354,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
nm0639033,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0640334,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
nm0640466,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
nm0640740,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0641373,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0
nm0644022,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0644203,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0645513,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
nm0645657,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0
nm0646515,3,1,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
nm0649097,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0650905,0,0,0,3,3,0,1,2,1,0,1,5,0,2,0,0,0,0
nm0651706,1,1,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0
nm0651900,2,0,3,0,0,1,0,3,1,1,0,0,1,0,4,2,0,0
nm0651915,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
nm0654830,0,0,0,0,1,1,0,3,0,0,0,1,2,1,0,1,0,0
nm0654868,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
nm0655683,3,0,0,0,0,4,1,2,0,0,0,0,0,0,1,1,0,0
nm0658837,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
nm0659380,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0
nm0661577,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
nm0661751,1,1,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0
nm0661791,0,0,0,0,1,3,0,6,0,0,2,0,4,1,1,4,1,0
nm0661910,0,2,7,5,7,1,0,0,0,0,0,0,0,0,1,0,0,0
nm0662529,0,1,0,1,4,0,0,3,0,0,1,0,0,2,1,1,0,0
nm0664756,0,1,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0
nm0667734,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0668247,0,1,0,0,5,0,0,5,0,0,0,0,0,2,0,0,0,0
nm0669004,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0671210,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,2,0,0
nm0671957,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,2,1,1
nm0672060,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
nm0672769,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0674742,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
nm0677943,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
nm0677951,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
nm0677953,0,0,0,1,7,1,0,1,0,0,0,0,0,3,0,0,0,0
nm0680846,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0
nm0684336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0684342,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
