writer,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0129721,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0131661,1,2,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0131969,0,0,0,0,1,0,0,2,1,0,0,0,1,2,0,1,0,0
nm0132168,1,0,0,0,0,0,0,0,0,0,3,0,1,0,3,2,0,0
nm0132180,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
nm0133028,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0134559,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0135117,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0135141,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
nm0135296,0,1,3,3,0,0,0,3,0,0,0,2,0,1,0,0,0,0
nm0135829,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
nm0136021,0,0,0,0,0,0,0,3,1,0,0,1,1,1,1,0,0,0
nm0136950,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0137573,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0
nm0138620,3,0,0,0,1,3,0,4,0,0,0,0,0,0,0,3,0,0
nm0138809,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0
nm0139461,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0140643,0,0,0,0,4,0,0,14,1,0,0,0,2,3,0,0,1,0
nm0140717,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0140902,0,4,2,2,1,0,0,0,5,0,0,1,1,0,0,0,0,0
nm0141281,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
nm0142154,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0142200,0,1,2,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0
nm0142577,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0143558,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0
nm0143596,3,2,0,1,3,2,0,1,0,0,1,0,0,2,1,2,0,0
nm0143837,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
nm0145309,3,3,0,0,1,0,0,2,2,0,0,1,0,0,3,3,0,0
nm0146960,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0146991,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0
nm0147022,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
nm0147599,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,1,0
nm0148437,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,2,0
nm0149260,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
nm0149290,2,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
nm0149446,0,0,0,0,3,0,0,1,0,0,0,1,0,4,0,0,0,0
nm0150906,3,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,0,0
nm0150909,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0150929,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
nm0151358,0,2,0,1,4,0,0,4,0,0,0,0,0,3,0,0,0,0
nm0151452,0,0,0,0,0,5,0,2,0,5,0,0,1,0,0,2,0,0
nm0151540,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0
nm0151949,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
nm0152312,1,2,5,5,0,0,0,2,1,0,0,4,0,2,0,0,0,0
nm0152466,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0152638,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
nm0153698,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
nm0154104,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
nm0154665,0,0,0,0,4,0,0,6,0,0,0,1,0,2,1,0,1,1
nm0154716,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0
nm0155009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0155280,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0156320,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
nm0158632,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0158966,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0158984,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0158989,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0
nm0159039,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0
nm0159109,2,1,3,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0
nm0159507,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0161152,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0
nm0161285,2,0,2,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0
nm0161834,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0162274,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0162952,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0163177,1,2,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
nm0163706,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0163988,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0
nm0164187,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0164444,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
nm0164898,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0165021,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
nm0165412,1,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,2,0
nm0166018,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0166074,2,1,1,0,2,1,0,3,1,0,0,2,0,1,0,2,0,0
nm0166256,1,5,9,9,4,1,0,0,4,0,0,6,0,4,1,0,0,0
nm0166307,0,2,9,9,2,1,0,2,0,0,0,4,0,0,0,0,0,0
nm0166551,0,1,4,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0
nm0166767,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0167195,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0167241,1,1,0,0,0,2,0,4,0,0,1,0,1,0,0,4,0,0
nm0167280,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0167496,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
nm0168379,1,0,0,0,0,2,0,4,0,0,0,1,1,0,1,1,0,0
nm0168413,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0
nm0168759,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
nm0169173,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0169326,3,1,4,0,4,0,0,0,1,0,0,0,0,1,4,0,0,0
nm0169505,0,1,3,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0
nm0169540,1,0,0,0,0,1,0,2,0,0,1,0,1,0,1,3,0,0
nm0169548,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,2,0,0
nm0169806,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0170043,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
nm0170160,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0
nm0171474,3,0,0,0,1,2,0,5,1,0,0,1,0,1,0,2,0,0
nm0171651,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0171718,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0171722,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0172830,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
nm0173679,0,0,0,0,4,0,0,1,0,0,0,3,0,2,0,0,0,0
nm0174374,0,0,0,0,1,1,0,4,0,0,0,2,0,0,0,0,0,0
nm0174410,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0
nm0174974,0,1,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
nm0175028,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
nm0175093,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0
nm0175333,0,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0
nm0175676,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
nm0175726,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0175852,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0175916,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0176197,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0176869,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0177018,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0177170,0,2,2,2,1,0,0,2,0,0,0,2,0,1,0,0,0,0
nm0177228,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0177304,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0177336,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0
nm0177637,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0177836,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0177875,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
nm0178260,3,5,0,1,0,0,0,3,4,0,1,0,0,1,1,3,0,0
nm0178376,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
nm0178785,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,2,0,0
nm0178910,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0179278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
nm0179281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
nm0180011,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0180428,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
nm0180508,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
nm0180644,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0181019,3,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0
nm0181020,3,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0
nm0181185,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,2,0,0
nm0181497,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
nm0181658,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0
nm0181741,1,1,0,0,2,0,0,0,2,0,3,0,0,0,1,0,0,0
nm0183183,0,1,4,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0
nm0184445,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0184947,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0
nm0185084,0,2,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0
nm0185976,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0
nm0187091,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0187256,1,3,0,0,0,0,0,0,2,0,1,0,1,1,1,2,0,0
nm0188165,1,1,0,0,3,1,0,4,1,0,1,0,0,3,0,2,0,0
nm0188832,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0189117,4,4,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0
nm0189496,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
nm0189504,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0
nm0189610,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
nm0189979,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0190780,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0190859,2,1,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0
nm0191547,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
nm0191717,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0192384,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
nm0192446,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
nm0193009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
nm0193224,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
nm0193231,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0193485,0,0,0,0,10,0,0,7,1,0,0,0,0,7,0,0,1,0
nm0193615,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
nm0193854,2,1,0,1,3,0,0,0,2,0,1,0,0,0,1,0,0,0
nm0195148,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0196119,0,1,1,4,3,0,0,0,1,0,0,2,0,1,0,0,0,0
nm0197855,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
nm0198557,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
nm0199381,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0
nm0200473,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0201094,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
nm0201095,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
nm0201304,3,3,1,1,0,0,0,3,0,0,0,1,0,1,1,2,0,0
nm0201509,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0201543,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0202425,0,1,4,4,5,1,0,0,2,0,0,1,0,1,0,0,0,0
nm0202681,0,0,0,0,0,2,0,3,0,1,0,0,0,3,0,1,0,0
nm0203577,1,1,0,0,3,0,0,8,0,0,0,0,0,6,0,1,0,0
nm0204016,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0204030,2,3,3,1,6,0,0,0,2,0,0,0,0,0,0,2,0,0
nm0204608,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
nm0204651,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
nm0204825,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0204884,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0205070,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0205157,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
nm0206137,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
nm0206797,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0207305,0,0,1,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0
nm0208086,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
nm0208923,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
nm0209918,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0
nm0210320,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0
nm0211063,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nm0211381,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0211823,12,5,0,1,7,5,0,2,2,0,0,0,0,2,2,6,0,0
nm0212246,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0213017,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0213100,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0213450,1,4,4,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0
nm0214036,0,1,1,3,6,0,0,0,3,0,0,0,0,4,0,0,0,0
nm0214989,5,1,0,0,1,1,0,1,0,0,0,0,1,0,4,3,0,0
nm0215050,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
nm0215269,1,1,0,0,3,1,0,1,1,0,3,0,0,0,2,2,0,0
nm0217568,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0218621,2,0,0,0,1,3,0,3,0,0,1,0,1,0,0,3,0,0
nm0218840,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0
nm0219456,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
nm0220045,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0220521,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
nm0220600,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0
nm0222079,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0222584,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0
nm0223320,0,0,0,0,1,2,0,3,1,0,0,0,0,1,0,1,0,0
nm0223526,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0223960,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0
nm0223964,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
nm0224187,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,3,0,0
nm0224606,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0
nm0224634,0,0,0,0,11,1,0,4,0,0,0,0,1,4,1,0,0,0
nm0225164,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0225820,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0226538,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0
nm0227481,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
nm0227540,1,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0227598,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0227704,2,1,3,2,0,1,0,0,1,0,0,0,0,0,2,1,0,0
nm0228492,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
nm0228908,1,0,0,2,8,0,0,4,2,0,0,1,1,5,1,1,0,0
nm0228970,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0
nm0229569,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0229644,3,2,0,0,2,1,0,3,0,1,0,0,1,1,2,4,0,0
nm0229694,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0230032,0,5,6,5,4,0,0,1,3,0,0,0,0,1,1,0,0,0
nm0231190,1,2,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0
nm0231596,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,1
nm0232776,3,3,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
nm0232858,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,0,0
nm0232924,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0
nm0233026,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0233563,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0234837,0,4,6,6,3,0,0,3,0,0,0,3,0,2,0,0,0,0
nm0235160,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0
nm0235683,1,1,0,1,1,1,0,3,0,0,0,0,1,0,0,1,1,0
nm0236226,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
nm0236279,4,2,1,2,2,6,0,1,1,0,1,0,7,0,0,5,0,0
nm0236421,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
nm0236486,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0
nm0236881,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0236884,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0237033,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
nm0237225,0,0,0,0,0,2,0,2,0,3,0,0,1,0,0,1,0,0
nm0237439,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0237543,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0238256,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0238668,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
nm0238841,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,3,0,0
nm0238898,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,3,0,0
nm0239653,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0240627,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0241090,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0241416,7,8,0,0,3,0,0,4,0,0,0,0,0,5,0,1,0,0
nm0241949,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
nm0242028,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0
nm0242059,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
nm0242637,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0
nm0242756,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0242869,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0242897,1,0,0,0,0,1,0,4,1,1,0,1,0,3,0,0,1,1
nm0243231,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0243233,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0243921,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0
nm0247653,6,4,3,5,4,0,0,0,6,0,0,0,0,0,2,0,0,0
nm0248054,0,1,0,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0
nm0248942,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0249421,1,1,1,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0
nm0250735,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
nm0250995,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0251536,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,1,0
nm0251550,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0252100,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0
nm0253214,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0253323,0,0,0,1,6,0,0,1,0,0,0,0,0,3,0,0,0,0
nm0253498,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
nm0254178,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0254213,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
nm0254632,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0254645,9,15,11,10,10,0,0,1,11,0,0,4,0,5,2,1,1,2
nm0254735,0,0,0,0,1,1,0,2,0,0,1,0,1,1,0,2,0,0
nm0255278,1,0,0,0,0,4,0,3,0,1,0,0,2,0,0,4,0,0
nm0255296,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0
nm0255780,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0256079,1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0256497,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
nm0256779,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
nm0256831,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
nm0257424,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0257481,0,0,4,4,0,0,0,2,3,0,0,4,0,0,0,0,0,0
nm0258059,0,5,5,5,2,0,0,2,0,0,0,3,0,1,0,0,0,0
nm0258268,4,0,1,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0
nm0258286,0,1,0,0,4,0,0,2,2,0,0,0,0,3,0,0,0,0
nm0258370,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0
nm0258390,3,2,0,1,3,2,0,1,0,0,1,0,0,2,1,2,0,0
nm0258493,0,0,0,0,3,0,0,2,0,0,0,1,1,2,0,1,1,0
nm0258525,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,1,0,0
nm0258531,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
nm0258627,0,0,1,2,1,0,0,0,1,0,0,1,0,2,1,0,0,0
nm0260675,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0261400,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
nm0262325,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0262595,1,3,0,1,1,1,0,3,0,0,0,0,0,2,1,1,0,0
nm0262693,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0264088,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
nm0264236,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0264338,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
nm0264520,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
nm0266338,0,0,3,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0
nm0266673,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0
nm0267018,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0267020,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0
nm0267244,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0267805,1,0,0,0,0,0,0,1,1,0,3,0,0,0,1,4,0,0
nm0267868,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0268107,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0
nm0268230,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0
nm0268380,0,2,0,0,9,0,0,1,1,0,0,0,0,3,0,0,0,0
nm0268513,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0269463,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0269542,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0269879,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0
nm0270547,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
nm0270761,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
nm0271022,1,1,0,0,2,0,0,0,1,0,3,0,1,0,3,0,0,0
